"";"manuel";"freq"
"1";"1gwb";5
"2";"108zpo";1
"3";"19ffgwb";1
"4";"19gwb";1
"5";"2gwb";2
"6";"20gwb";2
"7";"33abs3gwb";2
"8";"olgdu1ks13112013viukart1113";1
