"";"manuel";"freq"
"1";"108zpo";1
"2";"138abs3zpo";1
"3";"252bgb";2
"4";"287zpo";2
"5";"33abs3gwb";1
"6";"33abs4gwb";3
"7";"33gwb";1
"8";"709zpo";1
"9";"823abs2bgb";1
"10";"c28008p";1
"11";"olgdu1ks24072013viukart4812";1
